0-Time 1-Source 2-bdp_pkts 3-arr_Mbps  4-aggreg_ar_Mbps  5-AverageRttValue 6-pktsize 7-mupsi 8-aggreg_mupsi 9-occ_bdp_per_source 10-mupsi_mm1_per_source 11-aggreg_occ_bdp 12-aggreg_mupsi_mm1 13-measured_btlBW_Mbps
0.200179 S1 2.976757 0.115840 0.637120 0.200000 1448 0.998764 0.998764 0.671872 2.795156 3.695296 22.045805 0.172414
0.401462 S0 0.994314 0.521280 2.838080 0.200000 1448 1.000000 1.000000 9.051468 101.032006 49.280214 2528.099905 0.057591
0.602750 S0 2.788667 0.916488 5.013729 0.214872 1448 0.999999 0.999999 6.096102 50.354660 33.349262 1179.871832 0.161520
0.803331 S2 33.169696 1.736357 8.471320 0.220157 1448 1.079449 1.079424 0.994884 3.979562 4.853828 34.267302 1.921189
1.003920 S3 332.889481 2.790901 13.954507 0.215833 1448 1.114801 1.114789 0.156208 1.336817 0.781040 3.172103 19.280959
1.204481 S3 110.963160 4.021949 21.045084 0.247697 1448 1.107232 1.107226 0.775032 3.150739 4.055400 25.557069 6.426986
1.404744 S0 166.444740 4.271899 19.610050 0.284726 1448 1.131555 1.131552 0.630840 2.659639 2.895856 15.177694 9.640479
1.604883 S1 166.444740 2.969987 18.837040 0.284726 1448 1.198906 1.198902 0.438584 2.069524 2.781704 14.301285 9.640479
1.806901 S3 66.577896 4.638062 19.732104 0.284726 1448 1.039051 1.058275 1.712280 7.356463 7.284700 68.636254 3.856192
2.007233 S1 66.577896 2.888617 14.971988 0.284726 1448 1.086553 1.086553 1.066420 4.270092 5.527360 42.606429 3.856192
2.209844 S0 66.577896 3.987106 15.785683 0.284726 1448 1.191999 1.191999 1.471960 6.110586 5.827760 46.618307 3.856192
2.414974 S3 66.577896 3.173411 10.252557 0.284726 1448 1.333229 1.333229 1.171560 4.715673 3.785040 22.896608 3.856192
2.617482 S1 106.244127 3.295465 12.124056 0.284726 1448 1.513949 1.513949 0.762395 3.106036 2.804861 14.476967 6.153660
2.818631 S0 129.548991 1.643019 4.723679 0.282017 1448 1.911723 1.911723 0.308763 1.712862 0.887695 3.563393 7.503478
3.018701 S3 194.567339 1.531993 7.750080 0.257087 1448 3.282357 3.282357 0.174747 1.380030 0.884013 3.549504 11.269340
3.219214 S0 166.444740 2.414062 10.008301 0.230330 1448 0.932293 0.932293 0.288384 1.659933 1.195592 4.820624 9.640479
3.419679 S0 166.444740 2.510594 10.142800 0.230702 1448 1.720409 1.720409 0.300400 1.691040 1.213616 4.900096 9.640479
3.620257 S1 332.889481 1.809150 9.569452 0.243314 1448 1.352614 1.352614 0.114152 1.241335 0.603804 2.572187 19.280959
3.822290 S4 332.889481 1.559785 9.500507 0.245080 1448 1.252727 1.252727 0.099132 1.208091 0.603804 2.572187 19.280959
4.022793 S1 332.889481 1.793318 9.485709 0.245462 1448 1.547978 1.547978 0.114152 1.241335 0.603804 2.572187 19.280959
4.223624 S4 166.444740 1.559689 9.594452 0.245095 1448 1.837582 1.837582 0.198264 1.435837 1.219624 4.926731 9.640479
4.424419 S3 166.444740 2.032402 9.405768 0.245085 1448 1.723709 1.723709 0.258344 1.583430 1.195592 4.820624 9.640479
4.624996 S4 166.444740 1.564614 9.577336 0.244323 1448 0.387121 0.387121 0.198264 1.435837 1.213616 4.900096 9.640479
