0-Time 1-Source 2-bdp_pkts 3-arr_Mbps  4-aggreg_ar_Mbps  5-AverageRttValue 6-pktsize 7-mupsi 8-aggreg_mupsi 9-occ_bdp_per_source 10-mupsi_mm1_per_source 11-aggreg_occ_bdp 12-aggreg_mupsi_mm1 13-measured_btlBW_Mbps
0.200179 S1 2.976757 0.057920 0.637120 0.200000 1448 0.998764 0.998764 0.335936 1.784725 3.695296 22.045805 0.172414
0.401462 S0 0.994314 0.521280 2.838080 0.200000 1448 1.000000 1.000000 9.051468 101.032006 49.280214 2528.099905 0.057591
0.602750 S0 2.698253 0.700260 3.932232 0.215051 1448 0.999999 0.999999 4.817933 33.848343 27.054546 787.057555 0.156283
0.804037 S0 3.251755 1.012557 5.467807 0.228807 1448 1.082023 1.082023 6.150524 51.129999 33.212832 1170.517857 0.188342
1.008929 S0 4.930524 0.878435 4.782589 0.237368 1448 1.164847 1.164847 3.650728 21.629271 19.876186 435.815124 0.285576
1.211418 S0 5.241029 0.951469 5.127359 0.219148 1448 1.237920 1.237920 3.434440 19.664258 18.507815 380.554859 0.303560
1.413907 S0 5.411425 1.052587 5.595333 0.209100 1448 1.284130 1.284130 3.511090 20.349935 18.664216 386.681400 0.313430
1.615194 S0 5.688857 1.104762 5.800003 0.209710 1448 1.323087 1.323087 3.515644 20.391044 18.457133 378.580028 0.329499
1.817683 S0 5.890176 1.137099 5.902085 0.213934 1448 1.494075 1.494075 3.565259 20.841586 18.505390 380.460238 0.341159
2.018970 S0 6.589776 1.195883 6.142491 0.213104 1448 1.138953 1.138953 3.338505 18.822624 17.147775 329.341732 0.381680
2.221459 S0 6.861430 1.248381 6.350459 0.213422 1448 1.336908 1.336908 3.352071 18.940523 17.051840 325.868918 0.397414
2.422746 S0 7.829736 1.296444 6.536238 0.214445 1448 1.211861 1.211861 3.065237 16.526154 15.453905 270.730977 0.453498
2.625235 S0 8.216237 1.360311 6.801555 0.212892 1448 1.848213 1.848213 3.042755 16.343872 15.213777 262.886581 0.475884
2.826523 S0 9.644483 1.344801 6.885380 0.215348 1448 0.289044 0.289044 2.592155 12.903581 13.271836 203.685307 0.558608
3.027810 S0 10.237697 1.419430 7.206337 0.212187 1448 0.805110 0.805110 2.539634 12.529007 12.893525 193.030038 0.592967
3.230299 S0 11.673758 1.396443 7.250764 0.215679 1448 1.209881 1.209881 2.227218 10.414934 11.564400 157.864140 0.676144
3.432788 S0 13.046277 1.413601 7.013634 0.213062 1448 1.308054 1.308054 1.992906 8.957485 9.887878 118.545896 0.755640
3.635277 S0 13.578429 1.421693 7.053786 0.211849 1448 1.085020 1.085020 1.914802 8.496069 9.500362 110.257610 0.786463
3.837765 S0 14.155841 1.536466 7.353086 0.211103 1448 1.210452 1.210452 1.977982 8.868378 9.466057 109.538359 0.819906
4.040254 S0 16.225806 1.580329 7.411198 0.212573 1448 1.227641 1.227641 1.787276 7.768910 8.381710 88.016481 0.939799
4.241542 S0 20.155512 1.657039 7.732849 0.209723 1448 1.494698 1.494698 1.488427 6.192267 6.945991 63.138770 1.167407
4.444030 S0 22.932508 1.683218 7.764522 0.213344 1448 0.927125 0.927125 1.351793 5.530929 6.235689 52.355202 1.328251
4.645318 S0 34.981890 1.821608 8.114434 0.209854 1448 0.762632 0.762632 0.943345 3.776591 4.202174 27.062618 2.026151
4.847807 S0 39.089649 1.796023 8.109315 0.212844 1448 0.725983 0.725983 0.844213 3.401123 3.811751 23.152946 2.264072
5.049094 S0 94.677066 1.866573 8.344679 0.211005 1448 0.962073 0.962073 0.359115 1.847195 1.605457 6.788408 5.483696
5.251583 S0 132.306284 1.909962 8.458402 0.212276 1448 1.034302 1.034302 0.264538 1.599056 1.171524 4.715517 7.663180
5.453452 S2 83.222370 1.638890 8.631489 0.212046 1448 1.044376 1.044376 0.360480 1.850906 1.898528 8.401465 4.820240
5.653537 S3 332.889481 2.138668 8.828862 0.211242 1448 0.973243 0.973243 0.117156 1.248038 0.483644 2.201200 19.280959
5.854825 S2 166.444740 1.747314 8.954986 0.212147 1448 1.142861 1.142861 0.192256 1.421474 0.985312 3.941464 9.640479
6.054910 S3 166.444740 2.240869 9.127442 0.211946 1448 0.840134 0.840134 0.246328 1.553333 1.003336 4.013355 9.640479
6.254996 S2 332.889481 1.844926 9.224628 0.213481 1448 1.275089 1.275089 0.102136 1.214704 0.510680 2.282154 19.280959
6.458686 S0 83.222370 2.236914 9.438687 0.212321 1448 0.873263 0.873263 0.492656 2.228022 2.078768 9.478812 4.820240
6.662958 S0 83.222370 2.221747 9.374691 0.213770 1448 3.913721 3.913721 0.492656 2.228022 2.078768 9.478812 4.820240
6.863626 S3 166.444740 2.304094 9.323545 0.216186 1448 1.147515 1.147515 0.258344 1.583430 1.045392 4.183628 9.640479
7.065494 S2 110.963160 1.935090 9.352937 0.215506 1448 0.653272 0.653272 0.324432 1.754120 1.568088 6.595076 6.426986
7.266168 S3 332.889481 2.200238 9.230266 0.215860 1448 1.036948 1.036948 0.123164 1.261497 0.516688 2.300342 19.280959
7.466829 S2 83.222370 1.935920 8.711641 0.215414 1448 0.643078 0.643078 0.432576 2.052274 1.946592 8.682404 4.820240
7.666915 S2 110.963160 2.008566 8.848545 0.213390 1448 1.096793 1.096793 0.333444 1.778073 1.468956 6.095744 6.426986
7.869403 S2 110.963160 2.060670 8.893417 0.213616 1448 0.716176 0.716176 0.342456 1.802188 1.477968 6.140325 6.426986
8.071892 S2 110.963160 2.124704 8.989134 0.212630 1448 1.137210 1.137210 0.351468 1.826466 1.486980 6.185070 6.426986
8.273180 S2 166.444740 2.162647 8.974985 0.214256 1448 0.849233 0.849233 0.240320 1.538394 0.997328 3.989319 9.640479
8.475669 S2 110.963160 2.234028 9.099577 0.212595 1448 0.942285 0.942285 0.369492 1.875508 1.505004 6.275045 6.426986
8.676956 S2 166.444740 2.269024 9.076095 0.214422 1448 1.123865 1.123865 0.252336 1.568345 1.009344 4.037463 9.640479
8.879445 S2 110.963160 2.341208 9.201492 0.212759 1448 0.924478 0.924478 0.387516 1.925201 1.523028 6.365670 6.426986
9.080732 S2 166.444740 2.375625 9.178551 0.214552 1448 1.190208 1.190208 0.264352 1.598586 1.021360 4.085896 9.640479
9.283221 S2 110.963160 2.448122 9.302862 0.212931 1448 0.878434 0.878434 0.405540 1.975543 1.541052 6.456945 6.426986
9.485090 S2 166.444740 2.484226 9.288843 0.214499 1448 1.024031 1.024031 0.276368 1.629115 1.033376 4.134618 9.640479
9.685757 S0 166.444740 2.219367 9.364646 0.214000 1448 1.045972 1.045972 0.246328 1.553333 1.039384 4.159087 9.640479
9.886424 S2 166.444740 2.520465 9.277455 0.216011 1448 1.083175 1.083175 0.282376 1.644488 1.039384 4.159087 9.640479
10.087091 S3 83.222370 1.657578 9.089944 0.216644 1448 1.026125 1.026125 0.372496 1.883745 2.042720 9.258145 4.820240
10.288960 S3 110.963160 1.659213 8.563679 0.216430 1448 1.088645 1.088645 0.279372 1.636793 1.441920 5.962973 6.426986
10.490247 S3 166.444740 1.680589 8.674005 0.213678 1448 1.056156 1.056156 0.186248 1.407184 0.961280 3.846619 9.640479
10.690333 S0 332.889481 2.232923 8.768308 0.212701 1448 1.994078 1.994078 0.123164 1.261497 0.483644 2.201200 19.280959
10.890425 S2 110.963160 1.959509 8.817791 0.212821 1448 0.965966 0.965966 0.324432 1.754120 1.459944 6.051324 6.426986
11.090504 S1 166.444740 1.565658 8.800078 0.214565 1448 0.927410 0.927410 0.174232 1.378821 0.979304 3.917644 9.640479
11.290590 S3 166.444740 1.684025 8.909035 0.213242 1448 1.048002 1.048002 0.186248 1.407184 0.985312 3.941464 9.640479
11.490676 S0 332.889481 2.212799 8.905165 0.214635 1448 1.044491 1.044491 0.123164 1.261497 0.495660 2.236999 19.280959
11.690761 S1 166.444740 1.573971 9.009625 0.213432 1448 1.101535 1.101535 0.174232 1.378821 0.997328 3.989319 9.640479
11.890847 S3 332.889481 1.674186 9.019002 0.214495 1448 0.955008 0.955008 0.093124 1.194920 0.501668 2.255007 19.280959
12.092134 S2 110.963160 2.277063 9.108251 0.213665 1448 0.808529 0.808529 0.378504 1.900273 1.514016 6.320276 6.426986
12.293422 S2 166.444740 2.321473 9.123928 0.214567 1448 0.947355 0.947355 0.258344 1.583430 1.015352 4.061644 9.640479
12.493507 S0 166.444740 2.217947 9.196365 0.214137 1448 1.049944 1.049944 0.246328 1.553333 1.021360 4.085896 9.640479
12.693593 S2 110.963160 2.433320 9.246615 0.214226 1448 1.034540 1.034540 0.405540 1.975543 1.541052 6.456945 6.426986
12.895462 S2 166.444740 2.484033 9.288122 0.214516 1448 1.025927 1.025927 0.276368 1.629115 1.033376 4.134618 9.640479
13.096129 S1 166.444740 1.565229 9.337401 0.214624 1448 1.085826 1.085826 0.174232 1.378821 1.039384 4.159087 9.640479
13.296796 S0 166.444740 2.201528 9.289376 0.215734 1448 1.145198 1.145198 0.246328 1.553333 1.039384 4.159087 9.640479
13.498665 S2 166.444740 2.513895 9.253275 0.216575 1448 1.066882 1.066882 0.282376 1.644488 1.039384 4.159087 9.640479
13.700534 S2 83.222370 2.510187 9.239626 0.216895 1448 1.044415 1.044415 0.564752 2.448449 2.078768 9.478812 4.820240
13.902403 S2 110.963160 2.512381 9.247699 0.216706 1448 1.066178 1.066178 0.423564 2.026534 1.559076 6.548870 6.426986
14.106675 S2 83.222370 2.510593 9.241120 0.216860 1448 1.099005 1.099005 0.564752 2.448449 2.078768 9.478812 4.820240
14.308544 S2 110.963160 2.511834 9.245688 0.216753 1448 0.987244 0.987244 0.423564 2.026534 1.559076 6.548870 6.426986
14.512816 S2 83.222370 2.511087 9.242938 0.216818 1448 1.004850 1.004850 0.564752 2.448449 2.078768 9.478812 4.820240
14.714684 S2 110.963160 2.510265 9.239912 0.216889 1448 1.003414 1.003414 0.423564 2.026534 1.559076 6.548870 6.426986
14.918956 S2 83.222370 2.510438 9.240547 0.216874 1448 1.099418 1.099418 0.564752 2.448449 2.078768 9.478812 4.820240
15.120825 S2 110.963160 2.512158 9.246880 0.216725 1448 1.120459 1.120459 0.423564 2.026534 1.559076 6.548870 6.426986
15.325097 S2 83.222370 2.564175 9.295134 0.216846 1448 1.234069 1.234069 0.576768 2.486197 2.090784 9.552946 4.820240
15.526966 S2 110.963160 2.565519 9.300008 0.216733 1448 1.422467 1.422467 0.432576 2.052274 1.568088 6.595076 6.426986
15.731238 S2 83.222370 2.510291 9.240008 0.216886 1448 1.171253 1.171253 0.564752 2.448449 2.078768 9.478812 4.820240
15.933107 S2 110.963160 2.510936 9.242381 0.216831 1448 1.076564 1.076564 0.423564 2.026534 1.559076 6.548870 6.426986
16.137379 S2 83.222370 2.510788 9.241835 0.216844 1448 1.018539 1.018539 0.564752 2.448449 2.078768 9.478812 4.820240
16.339248 S2 110.963160 2.511535 9.244587 0.216779 1448 1.039031 1.039031 0.423564 2.026534 1.559076 6.548870 6.426986
16.543520 S2 83.222370 2.510096 9.239288 0.216903 1448 1.144709 1.144709 0.564752 2.448449 2.078768 9.478812 4.820240
16.745388 S2 110.963160 2.512444 9.247931 0.216701 1448 1.049681 1.049681 0.423564 2.026534 1.559076 6.548870 6.426986
16.949660 S2 83.222370 2.510588 9.241102 0.216861 1448 1.096465 1.096465 0.564752 2.448449 2.078768 9.478812 4.820240
17.151529 S2 110.963160 2.565450 9.299756 0.216739 1448 1.058941 1.058941 0.432576 2.052274 1.568088 6.595076 6.426986
17.355801 S2 83.222370 2.511182 9.243286 0.216809 1448 0.530926 0.530926 0.564752 2.448449 2.078768 9.478812 4.820240
17.557670 S2 110.963160 2.510475 9.240685 0.216870 1448 0.953739 0.953739 0.423564 2.026534 1.559076 6.548870 6.426986
17.761942 S2 83.222370 2.510314 9.240091 0.216884 1448 0.979846 0.979846 0.564752 2.448449 2.078768 9.478812 4.820240
